description;id;kilometrage;price;region;telephone;url;vendeur;version;year
;1032393144;1700;12800;ile_de_france;NaN;https://www.leboncoin.fr/voitures/1032393144.htm?ca=12_s;;LIFE ;2016
;988625609;27689;8990;ile_de_france;0174704406;https://www.leboncoin.fr/voitures/988625609.htm?ca=12_s;;ZEN;2013
;1030496042;53800;9790;ile_de_france;0139754280;https://www.leboncoin.fr/voitures/1030496042.htm?ca=12_s;;INTENS;2013
;1029606565;11480;11720;ile_de_france;0175448151;https://www.leboncoin.fr/voitures/1029606565.htm?ca=12_s;;LIFE ;2015
;1029113352;6000;16500;ile_de_france;0184040214;https://www.leboncoin.fr/voitures/1029113352.htm?ca=12_s;;ZEN;2016
;976192388;22000;10800;ile_de_france;NaN;https://www.leboncoin.fr/voitures/976192388.htm?ca=12_s;;LIFE;2015
;1028687174;1;13990;ile_de_france;0160625056;https://www.leboncoin.fr/voitures/1028687174.htm?ca=12_s;;ZEN;2016
;1028001099;25000;8950;ile_de_france;NaN;https://www.leboncoin.fr/voitures/1028001099.htm?ca=12_s;;INTENS ;2013
;1027119232;100;20000;ile_de_france;0184030570;https://www.leboncoin.fr/voitures/1027119232.htm?ca=12_s;;ZEN ;2016
;1003980024;2350;20900;ile_de_france;0175448643;https://www.leboncoin.fr/voitures/1003980024.htm?ca=12_s;;INTENS;2015
;1026233921;100;19700;ile_de_france;0184030570;https://www.leboncoin.fr/voitures/1026233921.htm?ca=12_s;;LIFE TYPE 2;2016
;1026235016;17979;12500;ile_de_france;0175448151;https://www.leboncoin.fr/voitures/1026235016.htm?ca=12_s;;INTENS ;2015
;1002404906;21500;9990;ile_de_france;0171025422;https://www.leboncoin.fr/voitures/1002404906.htm?ca=12_s;;ZEN;2013
;1024057804;14;12990;ile_de_france;NaN;https://www.leboncoin.fr/voitures/1024057804.htm?ca=12_s;;LIFE TYPE 2;2016
;1002044191;24973;10490;ile_de_france;0170176498;https://www.leboncoin.fr/voitures/1002044191.htm?ca=12_s;;ZEN;2013
;1023692772;100;14800;ile_de_france;0184030570;https://www.leboncoin.fr/voitures/1023692772.htm?ca=12_s;;ZEN ;2016
;1001259838;13195;10990;ile_de_france;0174704406;https://www.leboncoin.fr/voitures/1001259838.htm?ca=12_s;;LIFE ;2015
;1022574878;62434;8400;ile_de_france;NaN;https://www.leboncoin.fr/voitures/1022574878.htm?ca=12_s;;ZEN ;2013
;1000566875;7700;11490;ile_de_france;0623550699;https://www.leboncoin.fr/voitures/1000566875.htm?ca=12_s;;INTENS ;2013
;1000205618;7297;9970;ile_de_france;0178769520;https://www.leboncoin.fr/voitures/1000205618.htm?ca=12_s;;LIFE ;2014
;1018969287;10;12820;ile_de_france;0143240835;https://www.leboncoin.fr/voitures/1018969287.htm?ca=12_s;;LIFE ;2016
;1036839788;16300;9999;provence_alpes_cote_d_azur;0621494561;https://www.leboncoin.fr/voitures/1036839788.htm?ca=21_s;;LIFE ;2015
;1035894717;17000;10000;provence_alpes_cote_d_azur;0615222549;https://www.leboncoin.fr/voitures/1035894717.htm?ca=21_s;;INTENS;2013
;1006686148;4750;12990;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/1006686148.htm?ca=21_s;;ZEN ;2015
;1035061511;8000;12900;provence_alpes_cote_d_azur;0484320215;https://www.leboncoin.fr/voitures/1035061511.htm?ca=21_s;;INTENS ;2015
;1033965507;10;15590;provence_alpes_cote_d_azur;0422170122;https://www.leboncoin.fr/voitures/1033965507.htm?ca=21_s;;INTENS;2016
;1021931789;7628;10850;provence_alpes_cote_d_azur;0805805802;https://www.leboncoin.fr/voitures/1021931789.htm?ca=21_s;;LIFE ;2014
;998166680;7628;10850;provence_alpes_cote_d_azur;0805805802;https://www.leboncoin.fr/voitures/998166680.htm?ca=21_s;;LIFE ;2014
;1032374552;3500;12500;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/1032374552.htm?ca=21_s;;INTENS ;2014
;1031005909;3666;11900;provence_alpes_cote_d_azur;0422170199;https://www.leboncoin.fr/voitures/1031005909.htm?ca=21_s;;LIFE;2015
;1028630240;20000;10000;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/1028630240.htm?ca=21_s;;INTENS ;2013
;1028038955;20;17000;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/1028038955.htm?ca=21_s;;NaN;2016
;999433750;13243;12490;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/999433750.htm?ca=21_s;;INTENS ;2014
;1022436896;10;13490;provence_alpes_cote_d_azur;0673895460;https://www.leboncoin.fr/voitures/1022436896.htm?ca=21_s;;LIFE TYPE 2;2016
;984040634;46145;8990;provence_alpes_cote_d_azur;0490789523;https://www.leboncoin.fr/voitures/984040634.htm?ca=21_s;;ZEN;2013
;1019814026;11269;11990;provence_alpes_cote_d_azur;0422170108;https://www.leboncoin.fr/voitures/1019814026.htm?ca=21_s;;INTENS;2014
;997770279;32154;9900;provence_alpes_cote_d_azur;0494110548;https://www.leboncoin.fr/voitures/997770279.htm?ca=21_s;;INTENS;2013
;1014684696;7090;11990;provence_alpes_cote_d_azur;0422170122;https://www.leboncoin.fr/voitures/1014684696.htm?ca=21_s;;LIFE;2015
;1012986129;23000;5600;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/1012986129.htm?ca=21_s;;ZEN ;2014
;983972030;37500;9200;provence_alpes_cote_d_azur;NaN;https://www.leboncoin.fr/voitures/983972030.htm?ca=21_s;;INTENS ;2013
;1001544745;CarburantElectrique;11200;aquitaine;NaN;https://www.leboncoin.fr/voitures/1001544745.htm?ca=2_s;;NaN;Kilométrage2200KM
;1033849358;6000;14000;aquitaine;NaN;https://www.leboncoin.fr/voitures/1033849358.htm?ca=2_s;;LIFE TYPE 2;2016
;1031537756;39000;9500;aquitaine;NaN;https://www.leboncoin.fr/voitures/1031537756.htm?ca=2_s;;ZEN;2013
;1002949161;24000;9490;aquitaine;NaN;https://www.leboncoin.fr/voitures/1002949161.htm?ca=2_s;;LIFE ;2014
;1028667705;12905;11990;aquitaine;0531081450;https://www.leboncoin.fr/voitures/1028667705.htm?ca=2_s;;LIFE;2015
;1027252459;36562;8990;aquitaine;NaN;https://www.leboncoin.fr/voitures/1027252459.htm?ca=2_s;;ZEN;2013
;962043226;1073;13700;aquitaine;0776041488;https://www.leboncoin.fr/voitures/962043226.htm?ca=2_s;;LIFE TYPE 2;2016
;999620596;2000;13200;aquitaine;0516066013;https://www.leboncoin.fr/voitures/999620596.htm?ca=2_s;;LIFE TYPE 2;2016
;1019356561;1500;18900;aquitaine;0516066014;https://www.leboncoin.fr/voitures/1019356561.htm?ca=2_s;;LIFE TYPE 2;2016
;1018657709;24000;8990;aquitaine;NaN;https://www.leboncoin.fr/voitures/1018657709.htm?ca=2_s;;NaN;2014
;952223451;2000;14500;aquitaine;0516066011;https://www.leboncoin.fr/voitures/952223451.htm?ca=2_s;;LIFE TYPE 2;2016
;1018237458;46000;9500;aquitaine;NaN;https://www.leboncoin.fr/voitures/1018237458.htm?ca=2_s;;INTENS;2013
;1015174133;10139;12490;aquitaine;0531081450;https://www.leboncoin.fr/voitures/1015174133.htm?ca=2_s;;LIFE;2015
;969730090;2000;18900;aquitaine;0524449110;https://www.leboncoin.fr/voitures/969730090.htm?ca=2_s;;LIFE TYPE 2;2016
;991073210;2500;14700;aquitaine;0516066011;https://www.leboncoin.fr/voitures/991073210.htm?ca=2_s;;ZEN TYPE 2;2016
