,Cover_Type,Id
192,1,15313
193,1,15314
194,1,15315
195,2,15316
196,1,15317
197,1,15318
198,1,15319
199,1,15320
200,1,15321
201,1,15322
202,1,15323
203,1,15324
204,1,15325
205,1,15326
206,1,15327
207,1,15328
208,1,15329
209,1,15330
210,1,15331
211,1,15332
212,1,15333
213,1,15334
214,7,15335
215,7,15336
216,7,15337
217,7,15338
218,1,15339
219,1,15340
220,1,15341
221,1,15342
222,1,15343
223,1,15344
224,1,15345
225,1,15346
226,1,15347
227,1,15348
228,7,15349
229,7,15350
230,7,15351
231,7,15352
232,7,15353
233,7,15354
234,2,15355
235,2,15356
236,1,15357
237,2,15358
238,2,15359
239,2,15360
240,2,15361
241,2,15362
242,2,15363
243,2,15364
244,2,15365
245,2,15366
246,2,15367
247,2,15368
248,2,15369
249,2,15370
250,2,15371
251,1,15372
252,1,15373
253,1,15374
254,1,15375
255,1,15376
256,1,15377
257,1,15378
258,1,15379
259,2,15380
260,2,15381
261,2,15382
262,2,15383
263,2,15384
264,2,15385
265,1,15386
266,1,15387
267,1,15388
268,1,15389
269,1,15390
270,1,15391
271,1,15392
272,1,15393
273,1,15394
274,2,15395
275,2,15396
276,1,15397
277,1,15398
278,7,15399
279,7,15400
280,1,15401
281,1,15402
282,1,15403
283,1,15404
284,1,15405
285,1,15406
286,1,15407
287,1,15408
288,1,15409
289,1,15410
290,1,15411
291,1,15412
292,1,15413
293,1,15414
294,7,15415
295,1,15416
296,1,15417
297,1,15418
298,1,15419
299,1,15420
300,1,15421
301,1,15422
302,1,15423
303,7,15424
304,7,15425
305,7,15426
306,2,15427
307,2,15428
308,2,15429
309,2,15430
310,2,15431
311,2,15432
312,7,15433
313,7,15434
314,7,15435
315,7,15436
316,7,15437
317,7,15438
318,2,15439
319,2,15440
320,2,15441
321,7,15442
322,7,15443
323,1,15444
324,1,15445
325,7,15446
326,2,15447
327,2,15448
328,2,15449
329,2,15450
330,2,15451
331,2,15452
332,2,15453
333,2,15454
334,1,15455
335,1,15456
336,1,15457
337,1,15458
338,1,15459
339,1,15460
340,1,15461
341,1,15462
342,1,15463
343,1,15464
344,1,15465
345,1,15466
346,1,15467
347,1,15468
348,1,15469
349,1,15470
350,1,15471
351,1,15472
352,1,15473
353,1,15474
354,1,15475
355,1,15476
356,1,15477
357,1,15478
358,7,15479
359,7,15480
360,7,15481
361,7,15482
362,1,15483
363,1,15484
364,1,15485
365,1,15486
366,1,15487
367,1,15488
368,1,15489
369,1,15490
370,1,15491
371,2,15492
372,7,15493
373,7,15494
374,7,15495
375,7,15496
376,2,15497
377,1,15498
378,2,15499
379,2,15500
380,2,15501
381,2,15502
382,2,15503
383,2,15504
384,2,15505
385,2,15506
386,2,15507
387,2,15508
388,2,15509
389,2,15510
390,2,15511
391,2,15512
392,2,15513
393,2,15514
394,1,15515
395,1,15516
396,1,15517
397,1,15518
398,1,15519
399,1,15520
400,1,15521
401,2,15522
402,2,15523
403,2,15524
404,2,15525
405,2,15526
406,2,15527
407,1,15528
408,1,15529
409,1,15530
410,1,15531
411,1,15532
412,1,15533
413,1,15534
414,1,15535
415,1,15536
416,2,15537
417,2,15538
418,2,15539
419,1,15540
420,1,15541
421,7,15542
422,7,15543
423,7,15544
424,1,15545
425,1,15546
426,1,15547
427,1,15548
428,1,15549
429,1,15550
430,1,15551
431,1,15552
432,1,15553
433,1,15554
434,7,15555
435,7,15556
436,7,15557
437,7,15558
438,7,15559
439,7,15560
440,7,15561
441,1,15562
442,1,15563
443,1,15564
444,1,15565
445,7,15566
446,7,15567
447,2,15568
448,2,15569
449,2,15570
450,2,15571
451,2,15572
452,2,15573
453,2,15574
454,2,15575
455,7,15576
456,7,15577
457,7,15578
458,7,15579
459,7,15580
460,7,15581
461,7,15582
462,7,15583
463,7,15584
464,1,15585
465,2,15586
466,2,15587
467,7,15588
468,7,15589
469,7,15590
470,7,15591
471,7,15592
472,1,15593
473,1,15594
474,2,15595
475,2,15596
476,2,15597
477,2,15598
478,2,15599
479,2,15600
480,2,15601
481,2,15602
482,2,15603
483,1,15604
484,1,15605
485,1,15606
486,1,15607
487,1,15608
488,1,15609
489,1,15610
490,1,15611
491,1,15612
492,1,15613
493,1,15614
494,1,15615
495,1,15616
496,1,15617
497,1,15618
498,1,15619
499,1,15620
500,1,15621
501,1,15622
502,1,15623
503,1,15624
504,1,15625
505,1,15626
506,1,15627
507,1,15628
508,1,15629
509,1,15630
510,7,15631
511,7,15632
512,7,15633
513,1,15634
514,1,15635
515,1,15636
516,1,15637
517,1,15638
518,1,15639
519,1,15640
520,1,15641
521,1,15642
522,2,15643
523,2,15644
524,7,15645
525,2,15646
526,2,15647
527,2,15648
528,2,15649
529,2,15650
530,2,15651
531,2,15652
532,2,15653
533,2,15654
534,2,15655
535,2,15656
536,2,15657
537,2,15658
538,2,15659
539,2,15660
540,2,15661
541,2,15662
542,1,15663
543,1,15664
544,1,15665
545,1,15666
546,1,15667
547,1,15668
548,1,15669
549,1,15670
550,2,15671
551,2,15672
552,2,15673
553,2,15674
554,2,15675
555,1,15676
556,1,15677
557,1,15678
558,1,15679
559,1,15680
560,1,15681
561,1,15682
562,1,15683
563,1,15684
564,2,15685
565,2,15686
566,2,15687
567,1,15688
568,1,15689
569,2,15690
570,7,15691
571,7,15692
572,7,15693
573,1,15694
574,1,15695
575,1,15696
576,1,15697
577,7,15698
578,7,15699
579,7,15700
580,7,15701
581,7,15702
582,7,15703
583,7,15704
584,7,15705
585,7,15706
586,7,15707
587,7,15708
588,7,15709
589,7,15710
590,1,15711
591,1,15712
592,1,15713
593,7,15714
594,7,15715
595,2,15716
596,2,15717
597,2,15718
598,7,15719
599,2,15720
600,2,15721
601,2,15722
602,2,15723
603,7,15724
604,7,15725
605,2,15726
606,7,15727
607,7,15728
608,7,15729
609,7,15730
610,7,15731
611,7,15732
612,2,15733
613,2,15734
614,2,15735
615,7,15736
616,7,15737
617,7,15738
618,7,15739
619,7,15740
620,7,15741
621,7,15742
622,1,15743
623,1,15744
624,1,15745
625,2,15746
626,2,15747
627,2,15748
628,2,15749
629,2,15750
630,2,15751
631,2,15752
632,1,15753
633,1,15754
634,1,15755
635,1,15756
636,1,15757
637,2,15758
638,7,15759
639,1,15760
640,1,15761
641,1,15762
642,1,15763
643,1,15764
644,1,15765
645,1,15766
646,1,15767
647,1,15768
648,1,15769
649,1,15770
650,1,15771
651,1,15772
652,1,15773
653,1,15774
654,1,15775
655,1,15776
656,1,15777
657,1,15778
658,1,15779
659,1,15780
660,7,15781
661,7,15782
662,1,15783
663,1,15784
664,7,15785
665,1,15786
666,1,15787
667,1,15788
668,1,15789
669,1,15790
670,1,15791
671,1,15792
672,2,15793
673,2,15794
674,2,15795
675,2,15796
676,2,15797
677,2,15798
678,2,15799
679,2,15800
680,2,15801
681,2,15802
682,2,15803
683,2,15804
684,2,15805
685,2,15806
686,2,15807
687,2,15808
688,2,15809
689,2,15810
690,2,15811
691,1,15812
692,1,15813
693,1,15814
694,1,15815
695,1,15816
696,1,15817
697,1,15818
698,1,15819
699,1,15820
700,2,15821
701,2,15822
702,2,15823
703,2,15824
704,1,15825
705,1,15826
706,1,15827
707,1,15828
708,1,15829
709,1,15830
710,1,15831
711,1,15832
712,1,15833
713,1,15834
714,1,15835
715,1,15836
716,1,15837
717,1,15838
718,1,15839
719,7,15840
720,7,15841
721,7,15842
722,7,15843
723,7,15844
724,7,15845
725,7,15846
726,7,15847
727,7,15848
728,7,15849
729,7,15850
730,7,15851
731,7,15852
732,7,15853
733,7,15854
734,7,15855
735,7,15856
736,7,15857
737,1,15858
738,1,15859
739,1,15860
740,1,15861
741,1,15862
742,1,15863
743,7,15864
744,7,15865
745,7,15866
746,7,15867
747,2,15868
748,2,15869
749,2,15870
750,2,15871
751,2,15872
752,7,15873
753,7,15874
754,2,15875
755,7,15876
756,7,15877
757,2,15878
758,2,15879
759,2,15880
760,7,15881
761,2,15882
762,2,15883
763,7,15884
764,7,15885
765,7,15886
766,7,15887
767,1,15888
768,1,15889
769,1,15890
770,7,15891
771,1,15892
772,1,15893
773,1,15894
774,1,15895
775,1,15896
776,2,15897
777,2,15898
778,2,15899
779,2,15900
780,2,15901
781,2,15902
782,2,15903
783,1,15904
784,1,15905
785,1,15906
786,1,15907
787,1,15908
788,1,15909
789,1,15910
790,1,15911
791,1,15912
792,1,15913
793,1,15914
794,1,15915
795,1,15916
796,1,15917
797,1,15918
798,1,15919
799,1,15920
800,1,15921
801,1,15922
802,1,15923
803,1,15924
804,1,15925
805,1,15926
806,1,15927
807,1,15928
808,1,15929
809,1,15930
810,1,15931
811,1,15932
812,1,15933
813,1,15934
814,1,15935
815,1,15936
816,1,15937
817,1,15938
818,1,15939
819,2,15940
820,2,15941
821,2,15942
822,2,15943
823,2,15944
824,2,15945
825,2,15946
826,2,15947
827,2,15948
828,2,15949
829,2,15950
830,2,15951
831,2,15952
832,2,15953
833,2,15954
834,2,15955
835,2,15956
836,2,15957
837,2,15958
838,1,15959
839,1,15960
840,1,15961
841,1,15962
842,1,15963
843,1,15964
844,1,15965
845,1,15966
846,1,15967
847,2,15968
848,2,15969
849,1,15970
850,1,15971
851,7,15972
852,7,15973
853,1,15974
854,1,15975
855,1,15976
856,1,15977
857,1,15978
858,1,15979
859,1,15980
860,1,15981
861,1,15982
862,1,15983
863,1,15984
864,2,15985
865,2,15986
866,7,15987
867,7,15988
868,7,15989
869,7,15990
870,7,15991
871,7,15992
872,7,15993
873,7,15994
874,7,15995
875,7,15996
876,7,15997
877,7,15998
878,7,15999
879,7,16000
880,7,16001
881,7,16002
882,7,16003
883,1,16004
884,1,16005
885,1,16006
886,1,16007
887,1,16008
888,1,16009
889,7,16010
890,7,16011
891,7,16012
892,2,16013
893,2,16014
894,2,16015
895,2,16016
896,2,16017
897,2,16018
898,2,16019
899,7,16020
900,7,16021
901,2,16022
902,2,16023
903,2,16024
904,2,16025
905,2,16026
906,2,16027
907,2,16028
908,2,16029
909,2,16030
910,2,16031
911,2,16032
912,7,16033
913,1,16034
914,1,16035
915,1,16036
916,1,16037
917,1,16038
918,1,16039
919,1,16040
920,1,16041
921,1,16042
922,1,16043
923,1,16044
924,1,16045
925,1,16046
926,2,16047
927,2,16048
928,2,16049
929,2,16050
930,2,16051
931,2,16052
932,1,16053
933,2,16054
934,1,16055
935,1,16056
936,1,16057
937,1,16058
938,1,16059
939,1,16060
940,1,16061
941,1,16062
942,1,16063
943,1,16064
944,1,16065
945,1,16066
946,1,16067
947,1,16068
948,1,16069
949,1,16070
950,1,16071
951,1,16072
952,1,16073
953,1,16074
954,1,16075
955,1,16076
956,1,16077
957,1,16078
958,1,16079
959,1,16080
960,1,16081
961,7,16082
962,7,16083
963,7,16084
964,1,16085
965,1,16086
966,1,16087
967,1,16088
968,2,16089
969,1,16090
970,2,16091
971,2,16092
972,2,16093
973,2,16094
974,2,16095
975,2,16096
976,2,16097
977,2,16098
978,2,16099
979,2,16100
980,2,16101
981,2,16102
982,2,16103
983,2,16104
984,2,16105
985,2,16106
986,2,16107
987,1,16108
988,1,16109
989,1,16110
990,1,16111
991,1,16112
992,1,16113
993,1,16114
994,1,16115
995,1,16116
996,1,16117
997,1,16118
998,1,16119
999,7,16120
1000,7,16121
1001,2,16122
1002,1,16123
1003,1,16124
1004,1,16125
1005,1,16126
1006,1,16127
1007,1,16128
1008,1,16129
1009,1,16130
1010,1,16131
1011,1,16132
1012,2,16133
1013,2,16134
1014,2,16135
1015,7,16136
1016,7,16137
1017,7,16138
1018,7,16139
1019,7,16140
1020,7,16141
1021,7,16142
1022,7,16143
1023,1,16144
1024,7,16145
1025,7,16146
1026,7,16147
1027,7,16148
1028,7,16149
1029,7,16150
1030,7,16151
1031,7,16152
1032,7,16153
1033,7,16154
1034,7,16155
1035,7,16156
1036,7,16157
1037,7,16158
1038,7,16159
1039,1,16160
1040,1,16161
1041,1,16162
1042,1,16163
1043,1,16164
1044,1,16165
1045,2,16166
1046,2,16167
1047,2,16168
1048,2,16169
1049,2,16170
1050,2,16171
1051,2,16172
1052,2,16173
1053,2,16174
1054,2,16175
1055,2,16176
1056,2,16177
1057,2,16178
1058,2,16179
1059,2,16180
1060,2,16181
1061,2,16182
1062,2,16183
1063,2,16184
1064,2,16185
1065,1,16186
1066,1,16187
1067,1,16188
1068,1,16189
1069,1,16190
1070,1,16191
1071,1,16192
1072,1,16193
1073,1,16194
1074,1,16195
1075,1,16196
1076,1,16197
1077,1,16198
1078,1,16199
1079,1,16200
1080,7,16201
1081,1,16202
1082,1,16203
1083,2,16204
1084,2,16205
1085,2,16206
1086,2,16207
1087,2,16208
1088,2,16209
1089,1,16210
1090,1,16211
1091,1,16212
1092,1,16213
1093,1,16214
1094,1,16215
1095,1,16216
1096,1,16217
1097,1,16218
1098,1,16219
1099,1,16220
1100,1,16221
1101,1,16222
1102,1,16223
1103,1,16224
1104,1,16225
1105,1,16226
1106,1,16227
1107,1,16228
1108,1,16229
1109,1,16230
1110,1,16231
1111,1,16232
1112,1,16233
1113,1,16234
1114,1,16235
1115,1,16236
1116,1,16237
1117,1,16238
1118,1,16239
1119,1,16240
1120,2,16241
1121,1,16242
1122,2,16243
1123,2,16244
1124,2,16245
1125,2,16246
1126,2,16247
1127,2,16248
1128,2,16249
1129,2,16250
1130,2,16251
1131,2,16252
1132,2,16253
1133,2,16254
1134,2,16255
1135,2,16256
1136,2,16257
1137,2,16258
1138,2,16259
1139,1,16260
1140,1,16261
1141,1,16262
1142,1,16263
1143,1,16264
1144,1,16265
1145,1,16266
1146,1,16267
1147,1,16268
1148,1,16269
1149,1,16270
1150,1,16271
1151,7,16272
1152,2,16273
1153,1,16274
1154,1,16275
1155,1,16276
1156,1,16277
1157,1,16278
1158,1,16279
1159,1,16280
1160,1,16281
1161,1,16282
1162,2,16283
1163,1,16284
1164,1,16285
1165,2,16286
1166,2,16287
1167,1,16288
1168,7,16289
1169,7,16290
1170,7,16291
1171,7,16292
1172,7,16293
1173,7,16294
1174,7,16295
1175,7,16296
1176,7,16297
1177,1,16298
1178,1,16299
1179,7,16300
1180,7,16301
1181,7,16302
1182,7,16303
1183,7,16304
1184,7,16305
1185,7,16306
1186,7,16307
1187,7,16308
1188,7,16309
1189,7,16310
1190,7,16311
1191,7,16312
1192,7,16313
1193,7,16314
1194,7,16315
1195,1,16316
1196,1,16317
1197,1,16318
1198,7,16319
1199,7,16320
1200,2,16321
1201,2,16322
1202,2,16323
1203,2,16324
1204,2,16325
1205,2,16326
1206,2,16327
1207,2,16328
1208,2,16329
1209,2,16330
1210,2,16331
1211,2,16332
1212,2,16333
1213,2,16334
1214,2,16335
1215,2,16336
1216,2,16337
1217,2,16338
1218,2,16339
1219,1,16340
1220,1,16341
1221,1,16342
1222,1,16343
1223,1,16344
1224,1,16345
1225,1,16346
1226,1,16347
1227,1,16348
1228,1,16349
1229,1,16350
1230,2,16351
1231,1,16352
1232,1,16353
1233,1,16354
1234,1,16355
1235,1,16356
1236,1,16357
1237,1,16358
1238,1,16359
1239,2,16360
1240,2,16361
1241,2,16362
1242,2,16363
1243,1,16364
1244,2,16365
1245,1,16366
1246,1,16367
1247,1,16368
1248,1,16369
1249,1,16370
1250,1,16371
1251,1,16372
1252,1,16373
1253,1,16374
1254,1,16375
1255,1,16376
1256,1,16377
1257,1,16378
1258,1,16379
1259,1,16380
1260,1,16381
1261,1,16382
1262,1,16383
1263,1,16384
1264,1,16385
1265,1,16386
1266,1,16387
1267,1,16388
1268,1,16389
1269,1,16390
1270,1,16391
1271,1,16392
1272,1,16393
1273,1,16394
1274,2,16395
1275,5,16396
1276,2,16397
1277,2,16398
1278,2,16399
1279,2,16400
1280,2,16401
1281,2,16402
1282,2,16403
1283,2,16404
1284,2,16405
1285,2,16406
1286,2,16407
1287,2,16408
1288,2,16409
1289,2,16410
1290,2,16411
1291,2,16412
1292,2,16413
1293,1,16414
1294,1,16415
1295,1,16416
1296,1,16417
1297,1,16418
1298,1,16419
1299,1,16420
1300,1,16421
1301,1,16422
1302,1,16423
1303,1,16424
1304,2,16425
1305,2,16426
1306,1,16427
1307,1,16428
1308,1,16429
1309,1,16430
1310,1,16431
1311,1,16432
1312,1,16433
1313,1,16434
1314,1,16435
1315,2,16436
1316,2,16437
1317,2,16438
1318,2,16439
1319,2,16440
1320,1,16441
1321,7,16442
1322,7,16443
1323,7,16444
1324,7,16445
1325,7,16446
1326,7,16447
1327,7,16448
1328,1,16449
1329,7,16450
1330,7,16451
1331,7,16452
1332,7,16453
1333,7,16454
1334,7,16455
1335,7,16456
1336,7,16457
1337,7,16458
1338,7,16459
1339,7,16460
1340,7,16461
1341,7,16462
1342,7,16463
1343,7,16464
1344,7,16465
1345,7,16466
1346,7,16467
1347,7,16468
1348,7,16469
1349,7,16470
1350,7,16471
1351,7,16472
1352,7,16473
1353,7,16474
1354,7,16475
1355,7,16476
1356,7,16477
1357,2,16478
1358,2,16479
1359,2,16480
1360,2,16481
1361,2,16482
1362,2,16483
1363,2,16484
1364,2,16485
1365,2,16486
1366,2,16487
1367,2,16488
1368,2,16489
1369,2,16490
1370,2,16491
1371,2,16492
1372,2,16493
1373,2,16494
1374,2,16495
1375,2,16496
1376,2,16497
1377,1,16498
1378,1,16499
1379,1,16500
1380,1,16501
1381,1,16502
1382,1,16503
1383,1,16504
1384,1,16505
1385,1,16506
1386,1,16507
1387,1,16508
1388,1,16509
1389,1,16510
1390,1,16511
1391,1,16512
1392,7,16513
1393,7,16514
1394,1,16515
1395,1,16516
1396,1,16517
1397,2,16518
1398,2,16519
1399,1,16520
1400,2,16521
1401,2,16522
1402,1,16523
1403,1,16524
1404,1,16525
1405,1,16526
1406,1,16527
1407,1,16528
1408,1,16529
1409,1,16530
1410,1,16531
1411,1,16532
1412,1,16533
1413,1,16534
1414,1,16535
1415,1,16536
1416,1,16537
1417,1,16538
1418,1,16539
1419,1,16540
1420,1,16541
1421,1,16542
1422,1,16543
1423,1,16544
1424,1,16545
1425,1,16546
1426,1,16547
1427,2,16548
1428,2,16549
1429,2,16550
1430,5,16551
1431,2,16552
1432,2,16553
1433,2,16554
1434,2,16555
1435,2,16556
1436,2,16557
1437,2,16558
1438,2,16559
1439,2,16560
1440,2,16561
1441,2,16562
1442,2,16563
1443,2,16564
1444,2,16565
1445,1,16566
1446,1,16567
1447,1,16568
1448,1,16569
1449,1,16570
1450,1,16571
1451,1,16572
1452,1,16573
1453,1,16574
1454,1,16575
1455,2,16576
1456,1,16577
1457,2,16578
1458,1,16579
1459,2,16580
1460,2,16581
1461,2,16582
1462,2,16583
1463,2,16584
1464,2,16585
1465,2,16586
1466,2,16587
1467,2,16588
1468,2,16589
1469,2,16590
1470,2,16591
1471,1,16592
1472,7,16593
1473,7,16594
1474,7,16595
1475,7,16596
1476,7,16597
1477,7,16598
1478,7,16599
1479,7,16600
1480,7,16601
1481,7,16602
1482,7,16603
1483,7,16604
1484,7,16605
1485,7,16606
1486,7,16607
1487,7,16608
1488,1,16609
1489,1,16610
1490,7,16611
1491,7,16612
1492,7,16613
1493,7,16614
1494,7,16615
1495,7,16616
1496,7,16617
1497,7,16618
1498,7,16619
1499,7,16620
1500,7,16621
1501,7,16622
1502,7,16623
1503,7,16624
1504,7,16625
1505,7,16626
1506,7,16627
1507,7,16628
1508,2,16629
1509,2,16630
1510,2,16631
1511,2,16632
1512,2,16633
1513,2,16634
1514,2,16635
1515,2,16636
1516,2,16637
1517,2,16638
1518,2,16639
1519,2,16640
1520,2,16641
1521,2,16642
1522,2,16643
1523,2,16644
1524,2,16645
1525,2,16646
1526,2,16647
1527,2,16648
1528,2,16649
1529,1,16650
1530,1,16651
1531,1,16652
1532,1,16653
1533,1,16654
1534,1,16655
1535,1,16656
1536,1,16657
1537,1,16658
1538,1,16659
1539,1,16660
1540,1,16661
1541,2,16662
1542,7,16663
1543,1,16664
1544,1,16665
1545,1,16666
1546,7,16667
1547,1,16668
1548,1,16669
1549,1,16670
1550,7,16671
1551,1,16672
1552,2,16673
1553,1,16674
1554,1,16675
1555,1,16676
1556,1,16677
1557,1,16678
1558,1,16679
1559,7,16680
1560,7,16681
1561,1,16682
1562,1,16683
1563,1,16684
1564,1,16685
1565,1,16686
1566,1,16687
1567,1,16688
1568,1,16689
1569,1,16690
1570,1,16691
1571,1,16692
1572,2,16693
1573,5,16694
1574,2,16695
1575,2,16696
1576,2,16697
1577,2,16698
1578,2,16699
1579,2,16700
1580,2,16701
1581,2,16702
1582,2,16703
1583,2,16704
1584,2,16705
1585,2,16706
1586,2,16707
1587,2,16708
1588,2,16709
1589,2,16710
1590,2,16711
1591,2,16712
1592,1,16713
1593,1,16714
1594,1,16715
1595,1,16716
1596,1,16717
1597,1,16718
1598,1,16719
1599,1,16720
1600,1,16721
1601,2,16722
1602,1,16723
1603,1,16724
1604,1,16725
1605,2,16726
1606,2,16727
1607,2,16728
1608,2,16729
1609,2,16730
1610,2,16731
1611,2,16732
1612,2,16733
1613,2,16734
1614,2,16735
1615,2,16736
1616,2,16737
1617,2,16738
1618,2,16739
1619,1,16740
1620,7,16741
1621,7,16742
1622,7,16743
1623,7,16744
1624,7,16745
1625,7,16746
1626,7,16747
1627,7,16748
1628,7,16749
1629,7,16750
1630,1,16751
1631,1,16752
1632,7,16753
1633,7,16754
1634,7,16755
1635,7,16756
1636,7,16757
1637,7,16758
1638,7,16759
1639,7,16760
1640,7,16761
1641,7,16762
1642,7,16763
1643,7,16764
1644,7,16765
1645,7,16766
1646,7,16767
1647,7,16768
1648,7,16769
1649,7,16770
1650,7,16771
1651,7,16772
1652,7,16773
1653,7,16774
1654,7,16775
1655,2,16776
1656,2,16777
1657,1,16778
1658,1,16779
1659,2,16780
1660,2,16781
1661,2,16782
1662,2,16783
1663,2,16784
1664,2,16785
1665,2,16786
1666,2,16787
1667,2,16788
1668,2,16789
1669,2,16790
1670,2,16791
1671,2,16792
1672,2,16793
1673,2,16794
1674,2,16795
1675,1,16796
1676,1,16797
1677,1,16798
1678,1,16799
1679,1,16800
1680,1,16801
1681,1,16802
1682,2,16803
1683,1,16804
1684,1,16805
1685,1,16806
1686,2,16807
1687,1,16808
1688,2,16809
1689,1,16810
1690,1,16811
1691,1,16812
1692,7,16813
1693,1,16814
1694,1,16815
1695,1,16816
1696,1,16817
1697,1,16818
1698,1,16819
1699,1,16820
1700,2,16821
1701,2,16822
1702,2,16823
1703,1,16824
1704,2,16825
1705,1,16826
1706,1,16827
1707,7,16828
1708,7,16829
1709,1,16830
1710,1,16831
1711,1,16832
1712,1,16833
1713,5,16834
1714,2,16835
1715,2,16836
1716,2,16837
1717,2,16838
1718,2,16839
1719,2,16840
1720,2,16841
1721,2,16842
1722,2,16843
1723,2,16844
1724,2,16845
1725,2,16846
1726,2,16847
1727,2,16848
1728,2,16849
1729,2,16850
1730,2,16851
1731,2,16852
1732,1,16853
1733,1,16854
1734,1,16855
1735,1,16856
1736,1,16857
1737,1,16858
1738,1,16859
1739,1,16860
1740,2,16861
1741,1,16862
1742,1,16863
1743,1,16864
1744,2,16865
1745,2,16866
1746,2,16867
1747,2,16868
1748,2,16869
1749,2,16870
1750,2,16871
1751,2,16872
1752,2,16873
1753,2,16874
1754,2,16875
1755,2,16876
1756,2,16877
1757,2,16878
1758,2,16879
1759,1,16880
1760,1,16881
1761,7,16882
1762,7,16883
1763,7,16884
1764,7,16885
1765,7,16886
1766,7,16887
1767,7,16888
1768,7,16889
1769,7,16890
1770,7,16891
1771,1,16892
1772,1,16893
1773,1,16894
1774,7,16895
1775,7,16896
1776,7,16897
1777,7,16898
1778,7,16899
1779,7,16900
1780,7,16901
1781,7,16902
1782,1,16903
1783,1,16904
1784,1,16905
1785,1,16906
1786,1,16907
1787,7,16908
1788,7,16909
1789,7,16910
1790,7,16911
1791,7,16912
1792,7,16913
1793,2,16914
1794,1,16915
1795,1,16916
1796,2,16917
1797,2,16918
1798,2,16919
1799,2,16920
1800,2,16921
1801,2,16922
1802,2,16923
1803,2,16924
1804,2,16925
1805,2,16926
1806,2,16927
1807,2,16928
1808,2,16929
1809,2,16930
1810,2,16931
1811,2,16932
1812,1,16933
1813,1,16934
1814,1,16935
1815,1,16936
1816,1,16937
1817,1,16938
1818,1,16939
1819,2,16940
1820,1,16941
1821,1,16942
1822,1,16943
1823,1,16944
1824,1,16945
1825,1,16946
1826,2,16947
1827,1,16948
1828,1,16949
1829,1,16950
1830,7,16951
1831,1,16952
1832,1,16953
1833,1,16954
1834,1,16955
1835,1,16956
1836,1,16957
1837,1,16958
1838,1,16959
1839,1,16960
1840,1,16961
1841,1,16962
1842,1,16963
1843,2,16964
1844,2,16965
1845,2,16966
1846,2,16967
1847,2,16968
1848,2,16969
1849,2,16970
1850,2,16971
1851,2,16972
1852,2,16973
1853,2,16974
1854,2,16975
1855,2,16976
1856,2,16977
1857,2,16978
1858,2,16979
1859,2,16980
1860,2,16981
1861,2,16982
1862,2,16983
1863,2,16984
1864,1,16985
1865,1,16986
1866,1,16987
1867,1,16988
1868,1,16989
1869,1,16990
1870,7,16991
1871,2,16992
